tp,fp,fn,tn,gt_px,pred_px,gt_empty,Dice,IoU,Precision,Recall,Specificity,VS,HD95,ASSD,NSD,patient,slice,patient_dice,fold,model
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,0,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,1,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,2,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,3,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,4,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,5,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,6,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,7,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,8,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,9,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,10,0.34294871794871795,0,unet
0.0,1224.0,0.0,146232.0,0.0,1224.0,1,0.0,0.0,0.0,1.0,0.9916992187493274,0.0,,,,53,11,0.34294871794871795,0,unet
0.0,858.0,0.0,146598.0,0.0,858.0,1,0.0,0.0,0.0,1.0,0.9941813151034924,0.0,,,,53,12,0.34294871794871795,0,unet
0.0,612.0,0.0,146844.0,0.0,612.0,1,0.0,0.0,0.0,1.0,0.9958496093743247,0.0,,,,53,13,0.34294871794871795,0,unet
0.0,793.0,0.0,146663.0,0.0,793.0,1,0.0,0.0,0.0,1.0,0.9946221245652977,0.0,,,,53,14,0.34294871794871795,0,unet
0.0,629.0,0.0,146827.0,0.0,629.0,1,0.0,0.0,0.0,1.0,0.9957343207458526,0.0,,,,53,15,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,16,0.34294871794871795,0,unet
0.0,126.0,71.0,147259.0,71.0,126.0,0,0.0,0.0,0.0,0.0,0.9991450961760022,0.7208121828828364,108.68444145329804,106.35764165610628,0.0,53,17,0.34294871794871795,0,unet
54.0,66.0,312.0,147024.0,366.0,120.0,0,0.22222222217649748,0.12499999997106481,0.44999999962500004,0.14754098356624562,0.9995512951247538,0.49382716059797793,100.91895857594272,28.74224757430623,0.3058823529411765,53,18,0.34294871794871795,0,unet
0.0,101.0,60.0,147295.0,60.0,101.0,0,0.0,0.0,0.0,0.0,0.9993147710921604,0.7453416150650052,49.49475399871567,44.56746709993976,0.0,53,19,0.34294871794871795,0,unet
0.0,279.0,0.0,147177.0,0.0,279.0,1,0.0,0.0,0.0,1.0,0.9981079101555731,0.0,,,,53,20,0.34294871794871795,0,unet
233.0,499.0,61.0,146663.0,294.0,732.0,0,0.4541910330941334,0.29382093312814367,0.31830601088547733,0.7925170065331574,0.9966091789993363,0.5730994152462867,82.39409796339731,21.30883850656541,0.5484949832775919,53,21,0.34294871794871795,0,unet
672.0,794.0,381.0,145609.0,1053.0,1466.0,0,0.5335450575413441,0.3638332430772153,0.4583901773220743,0.6381766381160325,0.9945766138665229,0.8360460500263578,73.04663161867656,17.816766714162878,0.46096654275092935,53,22,0.34294871794871795,0,unet
640.0,615.0,181.0,146020.0,821.0,1255.0,0,0.6165703275232867,0.4456824512224455,0.5099601593219155,0.7795371497223463,0.99580591263955,0.7909441233241357,70.71054029008741,16.920202610826202,0.6061855670103092,53,23,0.34294871794871795,0,unet
474.0,155.0,77.0,146750.0,551.0,629.0,0,0.8033898304403906,0.6713881018879054,0.7535771063984774,0.8602540833284475,0.9989448963609142,0.9338983050903475,37.78982708508474,3.141580193499513,0.9292307692307692,53,24,0.34294871794871795,0,unet
174.0,80.0,208.0,146994.0,382.0,254.0,0,0.5471698112347217,0.3766233765418564,0.6850393698090397,0.4554973820797127,0.9994560561343273,0.7987421383964242,21.09992374282991,4.308875334695418,0.7008196721311475,53,25,0.34294871794871795,0,unet
0.0,0.0,216.0,147240.0,216.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993209,4.629628902463878e-10,,,,53,26,0.34294871794871795,0,unet
0.0,0.0,80.0,147376.0,80.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993214,1.2499998813808588e-09,,,,53,27,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,28,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,29,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,30,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,31,0.34294871794871795,0,unet
0.0,132.0,0.0,147324.0,0.0,132.0,1,0.0,0.0,0.0,1.0,0.9991048177076558,0.0,,,,53,32,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,33,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,53,34,0.34294871794871795,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,0,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,1,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,2,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,3,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,4,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,5,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,6,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,7,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,8,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,9,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,10,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,11,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,12,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,13,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,14,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,15,,0,unet
0.0,58.0,0.0,147398.0,0.0,58.0,1,0.0,0.0,0.0,1.0,0.9996066623257109,0.0,,,,56,16,,0,unet
0.0,163.0,0.0,147293.0,0.0,163.0,1,0.0,0.0,0.0,1.0,0.9988945855027948,0.0,,,,56,17,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,18,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,19,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,20,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,21,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,22,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,23,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,24,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,25,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,26,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,27,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,28,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,29,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,30,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,31,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,32,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,33,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,34,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,35,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,36,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,37,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,38,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,56,39,,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,0,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,1,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,2,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,3,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,4,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,5,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,6,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,7,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,8,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,9,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,10,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,11,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,12,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,13,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,14,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,15,0.163302752293578,0,unet
87.0,6.0,44.0,147319.0,131.0,93.0,0,0.7767857139389349,0.6350364958868348,0.9354838699618454,0.6641221368976167,0.9999592737138979,0.8303571429328762,2.1781147686508167,0.6391106715903909,0.9090909090909091,69,16,0.163302752293578,0,unet
91.0,14.0,47.0,147304.0,138.0,105.0,0,0.7489711931074193,0.5986842101324447,0.86666666584127,0.6594202893772317,0.9999049674846252,0.8641975309200833,2.159935998527369,0.7602692720496007,0.9605263157894737,69,17,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,18,0.163302752293578,0,unet
0.0,36.0,0.0,147420.0,0.0,36.0,1,0.0,0.0,0.0,1.0,0.999755859374322,0.0,,,,69,19,0.163302752293578,0,unet
0.0,402.0,0.0,147054.0,0.0,402.0,1,0.0,0.0,0.0,1.0,0.997273763020157,0.0,,,,69,20,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,21,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,22,0.163302752293578,0,unet
0.0,148.0,0.0,147308.0,0.0,148.0,1,0.0,0.0,0.0,1.0,0.9989963107632114,0.0,,,,69,23,0.163302752293578,0,unet
0.0,536.0,0.0,146920.0,0.0,536.0,1,0.0,0.0,0.0,1.0,0.9963650173604354,0.0,,,,69,24,0.163302752293578,0,unet
0.0,427.0,0.0,147029.0,0.0,427.0,1,0.0,0.0,0.0,1.0,0.9971042209194627,0.0,,,,69,25,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,26,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,27,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,28,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,29,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,30,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,31,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,32,0.163302752293578,0,unet
0.0,164.0,0.0,147292.0,0.0,164.0,1,0.0,0.0,0.0,1.0,0.9988878038187671,0.0,,,,69,33,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,34,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,35,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,36,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,37,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,38,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,69,39,0.163302752293578,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,0,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,1,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,2,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,3,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,4,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,5,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,6,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,7,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,8,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,9,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,10,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,11,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,12,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,13,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,14,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,15,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,16,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,17,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,18,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,19,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,20,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,21,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,22,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,23,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,24,0.0,0,unet
0.0,0.0,427.0,147029.0,427.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993199,2.3419211014896746e-10,,,,73,25,0.0,0,unet
0.0,0.0,462.0,146994.0,462.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993197,2.164503021262476e-10,,,,73,26,0.0,0,unet
0.0,0.0,729.0,146727.0,729.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993184,1.3717416091907353e-10,,,,73,27,0.0,0,unet
0.0,0.0,604.0,146852.0,604.0,0.0,0,0.0,0.0,0.0,0.0,0.999999999999319,1.6556289672564617e-10,,,,73,28,0.0,0,unet
0.0,0.0,408.0,147048.0,408.0,0.0,0,0.0,0.0,0.0,0.0,0.99999999999932,2.450980529644653e-10,,,,73,29,0.0,0,unet
0.0,0.0,253.0,147203.0,253.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993207,3.952569382903448e-10,,,,73,30,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,31,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,32,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,33,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,34,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,35,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,73,36,0.0,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,0,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,1,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,2,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,3,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,4,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,5,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,6,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,7,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,8,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,9,0.2965807277381605,0,unet
0.0,0.0,0.0,147456.0,0.0,0.0,1,1.0,1.0,1.0,1.0,0.9999999999993219,1.0,,,,74,10,0.2965807277381605,0,unet
0.0,0.0,146.0,147310.0,146.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993212,6.849314448942323e-10,,,,74,11,0.2965807277381605,0,unet
0.0,0.0,123.0,147333.0,123.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993212,8.130081052826199e-10,,,,74,12,0.2965807277381605,0,unet
199.0,43.0,740.0,146474.0,939.0,242.0,0,0.337002540191617,0.2026476578205043,0.8223140492469777,0.2119275825120418,0.9997065186968067,0.40982218463930387,36.66445142454662,10.251588153447857,0.528957528957529,74,13,0.2965807277381605,0,unet
201.0,220.0,542.0,146493.0,743.0,421.0,0,0.3453608247125978,0.20872274141134758,0.47743467922151195,0.2705248990214637,0.9985004737133052,0.7233676976182675,17.9279983802943,6.234411347700503,0.4721189591078067,74,14,0.2965807277381605,0,unet
36.0,9.0,588.0,146823.0,624.0,45.0,0,0.10762331836956304,0.05687203790570742,0.7999999982222222,0.05769230768306213,0.9999387054586194,0.13452914811143057,33.19896817049919,12.860104416450536,0.20710059171597633,74,15,0.2965807277381605,0,unet
0.0,106.0,0.0,147350.0,0.0,106.0,1,0.0,0.0,0.0,1.0,0.9992811414923779,0.0,,,,74,16,0.2965807277381605,0,unet
0.0,0.0,126.0,147330.0,126.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993212,7.936507007144655e-10,,,,74,17,0.2965807277381605,0,unet
0.0,0.0,268.0,147188.0,268.0,0.0,0,0.0,0.0,0.0,0.0,0.9999999999993205,3.73134412257059e-10,,,,74,18,0.2965807277381605,0,unet
109.0,14.0,209.0,147124.0,318.0,123.0,0,0.494331065647544,0.32831325291315866,0.8861788610681474,0.3427672954896958,0.9999048512274192,0.5578231293519675,18.229370278134503,4.258667097148928,0.6031746031746031,74,19,0.2965807277381605,0,unet
70.0,19.0,143.0,147224.0,213.0,89.0,0,0.4635761587868953,0.301724137800981,0.7865168530488575,0.32863849749829177,0.9998709616070035,0.5894039736458927,6.888420770281584,2.027369700827715,0.7291666666666666,74,20,0.2965807277381605,0,unet
65.0,0.0,175.0,147216.0,240.0,65.0,0,0.4262295080569739,0.27083333322048614,0.9999999984615385,0.27083333322048614,0.9999999999993208,0.42622950838484286,6.799812246246156,2.3758352508440117,0.6428571428571429,74,21,0.2965807277381605,0,unet
40.0,10.0,112.0,147294.0,152.0,50.0,0,0.39603960376433683,0.2469135800944978,0.7999999984,0.2631578945637119,0.999932113180226,0.49504950520047053,9.74991982719962,3.0138662978469797,0.5737704918032787,74,22,0.2965807277381605,0,unet
91.0,16.0,73.0,147276.0,164.0,107.0,0,0.6715867156193407,0.5055555552746914,0.850467288924797,0.5548780484421475,0.9998913722394971,0.7896678967565801,6.155621980077333,1.5637375848975934,0.7413793103448276,74,23,0.2965807277381605,0,unet
