model,method,layer,gt_px,pointing_hit,energy_in_gt,cam_iou,cam_dice,saliency_ratio,patient,slice,deletion_auc,dice_drop
hemofusion,gradcam,bottleneck (1/32),1413.0,0.0,0.14338882081210613,0.13075582387590406,0.22187946066343534,28.58875036239624,67.75,20.5,,
hemofusion,gradcam,decoder 1/16,1413.0,0.75,0.3981737121939659,0.358913295370736,0.5085879197539857,180.22731399536133,67.75,20.5,,
hemofusion,gradcam,decoder 1/4,1413.0,1.0,0.24209608417004347,0.5656427484529017,0.7154534163976444,104.89232063293457,67.75,20.5,,
hemofusion,gradcam_pp,bottleneck (1/32),1413.0,0.25,0.0315221311757341,0.13378328736198544,0.21356520903910897,3.864132344722748,67.75,20.5,0.043210613340132174,0.836631654350864
hemofusion,gradcam_pp,decoder 1/16,1413.0,0.75,0.0866425409913063,0.3522741943057266,0.4955405495132208,13.241713285446167,67.75,20.5,,
hemofusion,gradcam_pp,decoder 1/4,1413.0,1.0,0.12511317059397697,0.574687610016246,0.7229384436382069,46.046878814697266,67.75,20.5,,
hemofusion,layercam,bottleneck (1/32),1413.0,0.25,0.12108075898140669,0.21420198580018043,0.31421715158824537,28.311041831970215,67.75,20.5,,
hemofusion,layercam,decoder 1/16,1413.0,0.75,0.3159577492624521,0.37600521961837546,0.5198082656276076,112.04110145568848,67.75,20.5,,
hemofusion,layercam,decoder 1/4,1413.0,1.0,0.7175337821245193,0.5623548233913132,0.7159878628721305,923.9088516235352,67.75,20.5,,
