bias,sd_diff,loa_low,loa_high,pearson_r,pearson_p,n,ICC,tag,display
-1.1158576128009932,5.8671623674063635,-12.615495852917466,10.383780627315478,0.9572723405653423,2.2300933043399564e-08,15,0.9454710759831717,unet,U-Net
-1.598780577777852,5.41415216745095,-12.210518825981714,9.01295767042601,0.9692718736461953,2.693411031556757e-09,15,0.9501821734546364,attention_unet,Attention U-Net
-2.180015012979199,4.694116318398514,-11.380482997040286,7.0204529710818875,0.9748148425953899,7.491353391536278e-10,15,0.9597586813902207,unetpp,U-Net++
-3.3985155124371147,6.034366522363168,-15.225873896268924,8.428842871394695,0.9796406542414249,1.9016274170501722e-10,15,0.9184377963014494,hemofusion,HemoFusion-Net (proposed)
