model,tag,fold,epoch,val_loss,val_dice,val_auroc,lr,frozen,sec,train_seg,train_deep_sup,train_cls,train_multi,train_total,skipped_steps
hemofusion,ab_capacity,0,14,0.7683673524856567,0.41458147155043723,0.8934494195688225,0.00015787969205042926,0,47.348926067352295,0.8521253470527498,0.219705960566276,0.027588206015360283,0.03594495798461139,0.6173818880005887,0
hemofusion,ab_capacity,0,15,0.7822303128242493,0.4207684627032256,0.8922332780541735,0.00014627647125424971,0,51.714163303375244,0.8490178659558296,0.21715758542383187,0.03522365990274442,0.03440673981094733,0.617244587524941,0
hemofusion,ab_capacity,0,16,0.7887734878063202,0.4175947800636832,0.9028192371475954,0.00013382052141101307,0,53.37902307510376,0.8443867297548997,0.21120554034745223,0.015521728805891288,0.025918192453804965,0.6025066046338332,0
hemofusion,ab_capacity,0,17,0.8002831208705902,0.41202235311730845,0.907241569928137,0.00012074387329873704,0,60.93889832496643,0.8421809187060908,0.21168811815349678,0.02078366655520145,0.02299202178562011,0.6028956908144449,0
hemofusion,ab_capacity,0,18,0.8104847991466522,0.41654994889496705,0.9080154781647318,0.00010729012012978475,0,56.685134172439575,0.837033580008306,0.19567208271473646,0.010820319446793292,0.0205667061565787,0.5889304672416887,0
hemofusion,ab_capacity,0,19,0.8227330803871155,0.41898849182155135,0.9026257600884465,9.370987987021527e-05,0,51.08639430999756,0.8341490673391443,0.18875422066469727,0.0074680627428614045,0.01784416076675131,0.582547207019831,0
hemofusion,ab_capacity,0,20,0.8254627108573913,0.4188212136108611,0.9099778883360973,8.025612670126298e-05,0,39.898114919662476,0.8327481381987271,0.18827723701925655,0.0075279274405099725,0.015671857175460133,0.5811053404682561,0
hemofusion,ab_capacity,0,21,0.8307660722732544,0.4121133824743061,0.9125760088446655,6.717947858898688e-05,0,49.92806696891785,0.8301598457129378,0.18419793414834298,0.0032876236041614135,0.013305392190599568,0.5757512312970663,0
hemofusion,ab_capacity,0,22,0.8350543355941773,0.41051190385483183,0.9151741293532338,5.4723528745750374e-05,0,43.03589677810669,0.8278835686413866,0.1834447664747897,0.008091461774041053,0.012027452693712947,0.5757501454729783,0
hemofusion,ab_capacity,0,23,0.8360766339302063,0.4091759227435811,0.9152846876727474,4.312030794957069e-05,0,47.07400298118591,0.827153851719279,0.18372413261156334,0.0033170502466466707,0.011480065281686717,0.5734048199496771,0
hemofusion,ab_capacity,0,24,0.8389130508899689,0.4090909090893465,0.9133222775013821,3.258596224974391e-05,0,33.234630823135376,0.8259271136239955,0.1734205916352374,0.008042142027653952,0.010834588504574066,0.5703082966961359,0
hemofusion,ab_capacity,0,25,0.8483051967620849,0.4064154707988396,0.9134051962410172,2.3316726574910207e-05,0,31.700551509857178,0.8224590973634469,0.16910172964593298,0.0061131560499138446,0.010271609320433958,0.5656157516335186,0
hemofusion,ab_capacity,0,26,0.8558968913555145,0.4045877915464376,0.914400221116639,1.548526924762437e-05,0,29.419386863708496,0.8214100191467687,0.17189545733364006,0.0012374946928550919,0.008230468722391188,0.5637453018050445,0
hemofusion,ab_capacity,0,27,0.8601913988590241,0.3973991795015195,0.9125483692647872,9.237475500207391e-06,0,29.15925931930542,0.8207218047035368,0.16890637865780214,0.0010196638181935811,0.009307659593009464,0.5622650455487402,0
hemofusion,ab_capacity,0,28,0.8654698836803436,0.3959858963911969,0.9113045881702597,4.689729908893972e-06,0,29.569048404693604,0.8220505228168086,0.1769253785574907,0.0018942223657990997,0.008244318797216309,0.5664070366244567,0
hemofusion,ab_capacity,0,29,0.8647323405742645,0.39533170485675106,0.9100331674958541,1.9267483693850973e-06,0,33.290849447250366,0.8172618021306238,0.15893875113933495,0.00614258105925776,0.008888508691023546,0.5581673317049679,0
hemofusion,ab_capacity,0,30,0.8694530177116394,0.39421099600204007,0.9091210613598673,1e-06,0,33.45887589454651,0.8200096397807723,0.17146599121195705,0.0015586823836824088,0.008130021377981297,0.562841676959866,0
